,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
1260,2.0,53.0,3179.0,7.0,4.0,3.0,5.0,1
1261,2.0,73.0,4992.0,9.0,5.0,5.0,6.0,1
1262,1.0,30.0,3909.0,11.0,5.0,7.0,5.0,1
1263,2.0,61.0,3481.0,3.0,3.0,5.0,6.0,1
1264,2.0,25.0,8815.0,10.0,5.0,4.0,7.0,2
1265,1.0,43.0,7777.0,9.0,5.0,7.0,7.0,2
1266,2.0,60.0,14182.0,10.0,5.0,5.0,7.0,2
1267,1.0,71.0,2463.0,7.0,3.0,4.0,5.0,1
1268,2.0,47.0,7191.0,10.0,5.0,7.0,7.0,2
1269,2.0,75.0,3776.0,4.0,3.0,4.0,6.0,1
1270,2.0,59.0,2860.0,10.0,5.0,4.0,5.0,1
1271,2.0,54.0,806.0,5.0,3.0,5.0,3.0,0
1272,2.0,42.0,5888.0,10.0,5.0,3.0,7.0,1
1273,1.0,53.0,3881.0,9.0,5.0,5.0,6.0,1
1274,2.0,35.0,5366.0,10.0,5.0,3.0,7.0,1
1275,2.0,67.0,4211.0,11.0,5.0,4.0,6.0,1
1276,2.0,37.0,5694.0,4.0,5.0,4.0,7.0,1
1277,1.0,63.0,2612.0,5.0,4.0,7.0,5.0,1
1278,2.0,35.0,5960.0,10.0,5.0,5.0,7.0,2
1279,2.0,76.0,3463.0,4.0,3.0,4.0,6.0,1
1280,1.0,31.0,2818.0,4.0,5.0,4.0,5.0,1
1281,2.0,32.0,3429.0,12.0,5.0,3.0,6.0,1
1282,1.0,55.0,1331.0,4.0,6.0,3.0,3.0,0
1283,1.0,70.0,1967.0,4.0,3.0,5.0,4.0,0
1284,2.0,67.0,3951.0,4.0,4.0,5.0,5.0,1
1285,2.0,36.0,7841.0,4.0,5.0,3.0,7.0,2
1286,2.0,46.0,1789.0,4.0,4.0,5.0,4.0,0
1287,1.0,62.0,3757.0,7.0,3.0,4.0,5.0,1
1288,2.0,60.0,845.0,4.0,5.0,7.0,3.0,0
1289,1.0,34.0,2885.0,4.0,4.0,3.0,5.0,1
1290,2.0,33.0,2617.0,5.0,5.0,4.0,5.0,1
1291,1.0,51.0,9657.0,4.0,4.0,4.0,7.0,2
1292,1.0,47.0,11108.0,11.0,5.0,3.0,7.0,2
1293,1.0,69.0,3028.0,7.0,3.0,4.0,5.0,1
1294,2.0,76.0,438.0,7.0,4.0,4.0,3.0,0
1295,1.0,36.0,6405.0,7.0,5.0,3.0,7.0,2
1296,1.0,59.0,4634.0,7.0,5.0,4.0,6.0,1
1297,1.0,62.0,2209.0,4.0,3.0,3.0,4.0,0
1298,2.0,37.0,7683.0,8.0,5.0,5.0,7.0,2
1299,1.0,43.0,2052.0,4.0,4.0,4.0,4.0,0
1300,2.0,55.0,9483.0,5.0,5.0,4.0,7.0,2
1301,1.0,37.0,3149.0,4.0,3.0,3.0,5.0,1
1302,2.0,60.0,2984.0,10.0,5.0,4.0,5.0,1
1303,1.0,65.0,5717.0,5.0,3.0,3.0,7.0,1
1304,2.0,66.0,5049.0,4.0,3.0,5.0,6.0,1
1305,1.0,46.0,7722.0,10.0,5.0,5.0,7.0,2
1306,1.0,52.0,3257.0,4.0,3.0,4.0,6.0,1
1307,2.0,26.0,2179.0,10.0,5.0,3.0,4.0,0
1308,2.0,66.0,5300.0,4.0,3.0,5.0,7.0,1
1309,2.0,60.0,6767.0,9.0,5.0,4.0,7.0,2
1310,1.0,32.0,4572.0,5.0,5.0,3.0,6.0,1
1311,1.0,80.0,791.0,4.0,3.0,4.0,3.0,0
1312,2.0,34.0,2447.0,8.0,5.0,5.0,5.0,1
1313,1.0,69.0,1765.0,7.0,3.0,3.0,4.0,0
1314,2.0,29.0,6063.0,10.0,5.0,5.0,7.0,2
1315,1.0,59.0,4021.0,7.0,3.0,3.0,6.0,1
1316,1.0,35.0,6756.0,4.0,4.0,3.0,7.0,2
1317,2.0,51.0,6668.0,4.0,4.0,4.0,7.0,2
1318,2.0,30.0,6265.0,10.0,5.0,5.0,7.0,2
1319,2.0,55.0,5183.0,4.0,5.0,4.0,7.0,1
1320,1.0,58.0,4120.0,4.0,4.0,4.0,6.0,1
1321,2.0,63.0,2217.0,0.0,3.0,3.0,3.0,0
1322,1.0,81.0,424.0,4.0,4.0,3.0,2.0,0
1323,1.0,31.0,3159.0,4.0,5.0,5.0,5.0,1
1324,1.0,54.0,5827.0,10.0,5.0,3.0,7.0,1
1325,2.0,50.0,5216.0,3.0,5.0,4.0,7.0,1
1326,1.0,20.0,5268.0,8.0,5.0,3.0,7.0,1
1327,2.0,66.0,1528.0,6.0,4.0,3.0,3.0,0
1328,2.0,54.0,663.0,4.0,3.0,3.0,3.0,0
1329,1.0,64.0,8793.0,7.0,5.0,4.0,7.0,2
1330,1.0,47.0,2699.0,3.0,3.0,3.0,5.0,1
1331,2.0,61.0,3749.0,4.0,4.0,7.0,6.0,1
1332,1.0,54.0,8343.0,4.0,4.0,5.0,7.0,2
1333,2.0,40.0,3679.0,4.0,4.0,4.0,5.0,1
1334,2.0,36.0,3479.0,8.0,5.0,7.0,6.0,1
1335,2.0,44.0,2599.0,4.0,4.0,4.0,5.0,1
1336,2.0,70.0,3480.0,4.0,4.0,4.0,6.0,1
1337,1.0,60.0,4451.0,5.0,3.0,5.0,6.0,1
1338,1.0,65.0,1934.0,4.0,3.0,3.0,4.0,0
1339,1.0,27.0,3265.0,10.0,5.0,7.0,5.0,1
1340,2.0,23.0,4124.0,9.0,5.0,3.0,5.0,1
1341,2.0,30.0,3726.0,10.0,5.0,4.0,6.0,1
1342,2.0,35.0,3715.0,8.0,5.0,4.0,6.0,1
1343,1.0,54.0,7400.0,10.0,5.0,7.0,7.0,2
1344,1.0,47.0,3930.0,4.0,5.0,7.0,6.0,1
1345,2.0,34.0,5839.0,9.0,5.0,3.0,7.0,1
1346,2.0,66.0,2982.0,4.0,4.0,3.0,4.0,1
1347,2.0,45.0,3210.0,4.0,5.0,3.0,5.0,1
1348,1.0,62.0,2692.0,4.0,3.0,3.0,5.0,1
1349,1.0,54.0,3323.0,10.0,5.0,4.0,6.0,1
1350,2.0,43.0,3053.0,9.0,5.0,3.0,5.0,1
1351,2.0,71.0,3913.0,4.0,3.0,5.0,5.0,1
1352,2.0,68.0,2326.0,4.0,4.0,7.0,5.0,1
1353,1.0,51.0,7467.0,9.0,5.0,4.0,7.0,2
1354,1.0,34.0,4004.0,7.0,5.0,5.0,6.0,1
1355,1.0,59.0,1314.0,4.0,4.0,3.0,3.0,0
1356,2.0,65.0,1691.0,10.0,5.0,3.0,4.0,0
1357,2.0,29.0,2746.0,5.0,5.0,5.0,5.0,1
1358,2.0,46.0,4601.0,4.0,4.0,4.0,6.0,1
1359,1.0,71.0,3942.0,10.0,5.0,4.0,6.0,1
1360,1.0,44.0,3904.0,10.0,5.0,3.0,6.0,1
1361,1.0,61.0,4630.0,7.0,4.0,4.0,6.0,1
1362,2.0,44.0,2476.0,9.0,5.0,3.0,5.0,1
1363,2.0,30.0,3795.0,5.0,4.0,3.0,6.0,1
1364,2.0,65.0,3266.0,4.0,5.0,4.0,6.0,1
1365,1.0,78.0,4517.0,7.0,3.0,4.0,6.0,1
1366,2.0,55.0,5413.0,10.0,5.0,3.0,7.0,1
1367,1.0,63.0,2365.0,6.0,4.0,3.0,5.0,1
1368,1.0,55.0,4275.0,7.0,5.0,4.0,7.0,1
1369,2.0,78.0,3984.0,10.0,5.0,3.0,6.0,1
1370,1.0,63.0,4609.0,10.0,5.0,4.0,6.0,1
1371,2.0,37.0,6185.0,10.0,5.0,3.0,7.0,2
1372,1.0,48.0,6001.0,7.0,5.0,3.0,7.0,2
1373,2.0,21.0,1659.0,3.0,5.0,4.0,3.0,0
1374,2.0,31.0,1776.0,8.0,5.0,5.0,4.0,0
1375,2.0,36.0,3896.0,4.0,4.0,4.0,6.0,1
1376,1.0,52.0,1508.0,4.0,3.0,3.0,4.0,0
1377,2.0,50.0,3978.0,5.0,3.0,3.0,6.0,1
1378,2.0,72.0,2157.0,4.0,3.0,4.0,4.0,0
1379,2.0,36.0,3705.0,5.0,4.0,5.0,5.0,1
1380,2.0,55.0,4850.0,4.0,4.0,3.0,6.0,1
1381,2.0,65.0,1102.0,4.0,3.0,5.0,3.0,0
1382,1.0,57.0,7936.0,10.0,5.0,5.0,7.0,2
1383,2.0,61.0,3031.0,4.0,3.0,4.0,5.0,1
1384,1.0,64.0,4522.0,4.0,3.0,3.0,6.0,1
1385,1.0,50.0,3723.0,9.0,5.0,3.0,6.0,1
1386,2.0,52.0,4553.0,4.0,4.0,5.0,6.0,1
1387,1.0,34.0,2806.0,10.0,5.0,3.0,5.0,1
1388,2.0,28.0,2204.0,8.0,5.0,5.0,4.0,0
1389,1.0,55.0,2393.0,4.0,4.0,3.0,5.0,1
1390,1.0,23.0,2203.0,1.0,5.0,3.0,4.0,0
1391,2.0,38.0,4657.0,4.0,3.0,4.0,6.0,1
1392,2.0,43.0,2439.0,4.0,3.0,3.0,5.0,1
1393,1.0,50.0,12583.0,8.0,5.0,7.0,7.0,2
1394,1.0,59.0,8127.0,9.0,5.0,5.0,7.0,2
1395,2.0,24.0,4208.0,6.0,5.0,7.0,6.0,1
1396,1.0,64.0,3685.0,7.0,3.0,3.0,6.0,1
1397,2.0,53.0,8483.0,9.0,5.0,4.0,7.0,2
1398,2.0,32.0,12693.0,10.0,5.0,7.0,7.0,2
1399,2.0,32.0,3834.0,10.0,5.0,4.0,6.0,1
1400,2.0,63.0,2832.0,10.0,5.0,5.0,5.0,1
1401,2.0,32.0,2832.0,4.0,5.0,7.0,5.0,1
1402,2.0,33.0,1438.0,5.0,5.0,3.0,4.0,0
1403,1.0,62.0,4518.0,7.0,3.0,3.0,6.0,1
1404,1.0,36.0,7127.0,9.0,5.0,4.0,7.0,2
1405,2.0,43.0,7444.0,10.0,5.0,7.0,7.0,2
1406,2.0,34.0,1711.0,10.0,5.0,5.0,4.0,0
1407,2.0,21.0,732.0,1.0,5.0,4.0,3.0,0
1408,1.0,43.0,7833.0,7.0,2.0,3.0,7.0,2
1409,1.0,66.0,3830.0,4.0,3.0,7.0,6.0,1
1410,1.0,71.0,2406.0,12.0,3.0,7.0,4.0,1
1411,1.0,33.0,4801.0,7.0,4.0,5.0,6.0,1
1412,1.0,52.0,5120.0,4.0,4.0,7.0,6.0,1
1413,1.0,70.0,1706.0,4.0,3.0,5.0,4.0,0
1414,2.0,42.0,3967.0,10.0,5.0,7.0,5.0,1
1415,1.0,60.0,1980.0,4.0,3.0,4.0,3.0,0
1416,1.0,71.0,2749.0,12.0,3.0,7.0,4.0,1
1417,2.0,63.0,1743.0,4.0,3.0,4.0,4.0,0
1418,2.0,21.0,1563.0,1.0,5.0,3.0,4.0,0
1419,1.0,56.0,3636.0,4.0,4.0,5.0,6.0,1
1420,1.0,73.0,1613.0,4.0,3.0,3.0,3.0,0
1421,2.0,24.0,1819.0,10.0,5.0,4.0,4.0,0
1422,1.0,61.0,1992.0,4.0,3.0,7.0,4.0,0
1423,2.0,65.0,3136.0,10.0,5.0,3.0,5.0,1
1424,1.0,56.0,2439.0,4.0,3.0,5.0,5.0,1
1425,2.0,21.0,4004.0,7.0,6.0,3.0,5.0,1
1426,2.0,23.0,3959.0,5.0,4.0,3.0,6.0,1
1427,1.0,38.0,10415.0,10.0,5.0,5.0,7.0,2
1428,2.0,51.0,3423.0,8.0,4.0,5.0,6.0,1
1429,2.0,51.0,6131.0,4.0,4.0,4.0,7.0,2
1430,1.0,38.0,2431.0,4.0,4.0,5.0,5.0,1
1431,1.0,62.0,1665.0,4.0,4.0,3.0,4.0,0
1432,2.0,68.0,2576.0,7.0,5.0,4.0,5.0,1
1433,2.0,32.0,4005.0,10.0,5.0,3.0,5.0,1
1434,1.0,23.0,3566.0,4.0,5.0,4.0,6.0,1
1435,1.0,48.0,3395.0,11.0,5.0,3.0,6.0,1
1436,2.0,31.0,3220.0,10.0,5.0,3.0,5.0,1
1437,1.0,45.0,9547.0,10.0,5.0,4.0,7.0,2
1438,1.0,34.0,7759.0,7.0,4.0,3.0,7.0,2
1439,1.0,62.0,4651.0,5.0,3.0,5.0,6.0,1
1440,2.0,74.0,4274.0,9.0,5.0,4.0,6.0,1
1441,2.0,28.0,1913.0,8.0,5.0,5.0,4.0,0
1442,2.0,31.0,2721.0,5.0,4.0,3.0,5.0,1
1443,1.0,53.0,3542.0,3.0,5.0,4.0,6.0,1
1444,2.0,22.0,2385.0,8.0,5.0,3.0,5.0,1
1445,1.0,65.0,1659.0,4.0,3.0,5.0,4.0,0
1446,1.0,20.0,5379.0,8.0,5.0,4.0,7.0,1
1447,2.0,57.0,4518.0,0.0,4.0,7.0,6.0,1
1448,1.0,53.0,3913.0,10.0,5.0,4.0,6.0,1
1449,1.0,40.0,4293.0,9.0,5.0,4.0,7.0,1
1450,2.0,47.0,5479.0,9.0,5.0,3.0,7.0,1
1451,2.0,71.0,3016.0,4.0,3.0,5.0,5.0,1
1452,2.0,53.0,8235.0,9.0,5.0,4.0,7.0,2
1453,2.0,52.0,7809.0,8.0,4.0,4.0,7.0,2
1454,2.0,55.0,3115.0,4.0,4.0,3.0,5.0,1
1455,1.0,72.0,3421.0,5.0,3.0,4.0,6.0,1
1456,2.0,36.0,3854.0,4.0,3.0,3.0,6.0,1
1457,2.0,34.0,4784.0,7.0,4.0,4.0,6.0,1
1458,2.0,59.0,5283.0,7.0,5.0,3.0,7.0,1
1459,1.0,58.0,2827.0,5.0,4.0,5.0,5.0,1
1460,1.0,33.0,6510.0,8.0,5.0,3.0,7.0,2
1461,1.0,29.0,7230.0,7.0,5.0,4.0,7.0,2
1462,1.0,33.0,2973.0,9.0,5.0,5.0,5.0,1
1463,2.0,62.0,5965.0,8.0,5.0,4.0,7.0,2
1464,1.0,58.0,6906.0,10.0,5.0,3.0,7.0,2
1465,1.0,52.0,4282.0,4.0,4.0,7.0,6.0,1
1466,2.0,73.0,3599.0,4.0,5.0,4.0,5.0,1
1467,2.0,34.0,1446.0,10.0,5.0,5.0,4.0,0
1468,1.0,65.0,3679.0,10.0,5.0,3.0,6.0,1
1469,2.0,44.0,6687.0,11.0,5.0,4.0,7.0,2
1470,1.0,36.0,1087.0,3.0,4.0,3.0,2.0,0
1471,1.0,60.0,4237.0,4.0,4.0,3.0,6.0,1
1472,2.0,28.0,2409.0,5.0,5.0,5.0,5.0,1
1473,1.0,35.0,6658.0,7.0,5.0,3.0,7.0,2
1474,2.0,46.0,3088.0,9.0,5.0,3.0,5.0,1
1475,1.0,42.0,3814.0,9.0,5.0,7.0,5.0,1
1476,2.0,44.0,3331.0,9.0,5.0,3.0,6.0,1
1477,2.0,47.0,1439.0,4.0,5.0,3.0,4.0,0
1478,2.0,58.0,3789.0,4.0,3.0,3.0,6.0,1
1479,1.0,60.0,6267.0,7.0,4.0,3.0,7.0,2
1480,1.0,32.0,1125.0,1.0,5.0,7.0,3.0,0
1481,1.0,79.0,3527.0,7.0,3.0,5.0,5.0,1
1482,2.0,77.0,1199.0,4.0,1.0,7.0,3.0,0
1483,1.0,53.0,6912.0,7.0,5.0,5.0,7.0,2
1484,1.0,65.0,3742.0,4.0,3.0,4.0,6.0,1
1485,1.0,39.0,8605.0,8.0,5.0,3.0,7.0,2
1486,1.0,35.0,4901.0,11.0,5.0,3.0,6.0,1
1487,2.0,62.0,5712.0,4.0,4.0,4.0,7.0,1
1488,2.0,57.0,2911.0,5.0,5.0,7.0,5.0,1
1489,1.0,63.0,2682.0,4.0,3.0,4.0,5.0,1
1490,1.0,53.0,3142.0,4.0,3.0,5.0,5.0,1
1491,1.0,58.0,3409.0,4.0,3.0,3.0,6.0,1
1492,2.0,70.0,2455.0,9.0,5.0,7.0,5.0,1
1493,2.0,48.0,5804.0,4.0,5.0,4.0,7.0,1
1494,2.0,29.0,6262.0,10.0,5.0,5.0,7.0,2
1495,2.0,23.0,911.0,1.0,5.0,3.0,3.0,0
1496,1.0,54.0,2210.0,4.0,3.0,7.0,4.0,0
1497,2.0,27.0,1698.0,9.0,5.0,5.0,4.0,0
1498,2.0,23.0,1114.0,1.0,5.0,3.0,3.0,0
1499,1.0,79.0,2179.0,4.0,3.0,4.0,4.0,0
1500,2.0,48.0,2922.0,8.0,5.0,3.0,5.0,1
1501,1.0,30.0,10850.0,10.0,5.0,7.0,7.0,2
1502,1.0,81.0,1848.0,4.0,3.0,4.0,4.0,0
1503,1.0,62.0,4932.0,5.0,3.0,5.0,6.0,1
1504,2.0,45.0,6061.0,11.0,5.0,5.0,7.0,2
1505,1.0,63.0,3674.0,4.0,3.0,4.0,6.0,1
1506,2.0,32.0,5176.0,8.0,5.0,3.0,7.0,1
1507,1.0,54.0,3571.0,4.0,3.0,3.0,6.0,1
1508,2.0,50.0,12175.0,10.0,5.0,3.0,7.0,2
1509,1.0,63.0,5057.0,7.0,4.0,5.0,6.0,1
1510,1.0,62.0,483.0,4.0,4.0,3.0,3.0,0
1511,2.0,57.0,2223.0,7.0,3.0,7.0,4.0,1
1512,2.0,21.0,2716.0,4.0,4.0,3.0,5.0,1
1513,1.0,54.0,4277.0,9.0,5.0,3.0,6.0,1
1514,2.0,57.0,5830.0,10.0,5.0,4.0,7.0,1
1515,1.0,51.0,2416.0,4.0,4.0,4.0,5.0,1
1516,1.0,65.0,3369.0,4.0,4.0,3.0,6.0,1
1517,2.0,56.0,6286.0,10.0,5.0,7.0,7.0,2
1518,2.0,29.0,2817.0,10.0,5.0,5.0,5.0,1
1519,2.0,36.0,8565.0,9.0,5.0,7.0,7.0,2
1520,1.0,71.0,4992.0,4.0,3.0,5.0,6.0,1
1521,1.0,57.0,5678.0,4.0,4.0,7.0,7.0,1
1522,1.0,70.0,3842.0,7.0,3.0,4.0,6.0,1
1523,1.0,35.0,4635.0,4.0,4.0,3.0,6.0,1
1524,1.0,58.0,5597.0,10.0,5.0,4.0,7.0,1
1525,1.0,34.0,6687.0,7.0,5.0,3.0,7.0,2
1526,1.0,38.0,1616.0,4.0,4.0,7.0,4.0,0
1527,1.0,55.0,4461.0,4.0,3.0,3.0,6.0,1
1528,1.0,34.0,3829.0,10.0,5.0,7.0,5.0,1
1529,1.0,53.0,9469.0,4.0,4.0,4.0,7.0,2
1530,2.0,78.0,1532.0,4.0,3.0,4.0,4.0,0
1531,1.0,45.0,10949.0,5.0,5.0,3.0,7.0,2
1532,2.0,31.0,5639.0,4.0,5.0,7.0,7.0,1
1533,2.0,69.0,1205.0,4.0,5.0,7.0,3.0,0
1534,1.0,69.0,3536.0,10.0,5.0,4.0,6.0,1
1535,1.0,35.0,3406.0,8.0,5.0,4.0,6.0,1
1536,1.0,72.0,4229.0,4.0,3.0,3.0,6.0,1
1537,2.0,30.0,5622.0,9.0,5.0,7.0,7.0,1
1538,2.0,60.0,14082.0,10.0,5.0,5.0,7.0,2
1539,1.0,41.0,3819.0,9.0,5.0,7.0,5.0,1
1540,1.0,75.0,3757.0,9.0,3.0,4.0,6.0,1
1541,1.0,26.0,3862.0,1.0,5.0,5.0,6.0,1
1542,1.0,68.0,2180.0,4.0,3.0,5.0,4.0,0
1543,1.0,66.0,1661.0,4.0,3.0,7.0,4.0,0
1544,2.0,45.0,3051.0,4.0,5.0,3.0,5.0,1
1545,2.0,81.0,2516.0,3.0,3.0,5.0,5.0,1
1546,1.0,56.0,7315.0,4.0,4.0,3.0,7.0,2
1547,1.0,61.0,4648.0,4.0,4.0,3.0,6.0,1
1548,2.0,69.0,2791.0,5.0,3.0,5.0,5.0,1
1549,2.0,62.0,6757.0,10.0,5.0,4.0,7.0,2
1550,1.0,49.0,8909.0,9.0,5.0,5.0,7.0,2
1551,1.0,55.0,5818.0,9.0,5.0,3.0,7.0,1
1552,1.0,47.0,4941.0,9.0,5.0,4.0,7.0,1
1553,2.0,72.0,3244.0,4.0,3.0,4.0,5.0,1
1554,2.0,57.0,1891.0,9.0,5.0,4.0,4.0,0
1555,1.0,43.0,13603.0,9.0,5.0,3.0,7.0,2
1556,2.0,51.0,552.0,4.0,4.0,7.0,3.0,0
1557,1.0,36.0,3122.0,8.0,5.0,3.0,5.0,1
1558,2.0,26.0,8936.0,9.0,5.0,7.0,7.0,2
1559,2.0,54.0,8797.0,9.0,5.0,4.0,7.0,2
1560,2.0,68.0,4811.0,9.0,5.0,4.0,6.0,1
1561,1.0,55.0,3963.0,9.0,5.0,5.0,6.0,1
1562,1.0,53.0,1057.0,4.0,6.0,3.0,3.0,0
1563,1.0,48.0,3956.0,4.0,4.0,3.0,6.0,1
1564,2.0,36.0,3931.0,8.0,5.0,7.0,6.0,1
1565,1.0,49.0,3144.0,4.0,3.0,7.0,5.0,1
1566,2.0,55.0,760.0,4.0,3.0,3.0,3.0,0
1567,1.0,55.0,1722.0,10.0,5.0,7.0,4.0,0
1568,2.0,55.0,2913.0,4.0,4.0,3.0,5.0,1
1569,2.0,66.0,2801.0,7.0,5.0,4.0,5.0,1
1570,2.0,52.0,3881.0,10.0,5.0,7.0,6.0,1
1571,1.0,36.0,4529.0,4.0,4.0,4.0,6.0,1
1572,1.0,22.0,2696.0,1.0,5.0,4.0,5.0,1
1573,2.0,55.0,3611.0,10.0,5.0,3.0,5.0,1
1574,2.0,74.0,459.0,4.0,3.0,4.0,3.0,0
1575,2.0,64.0,2055.0,0.0,3.0,3.0,3.0,0
1576,2.0,41.0,3778.0,4.0,4.0,4.0,5.0,1
1577,1.0,54.0,5016.0,4.0,4.0,5.0,6.0,1
1578,1.0,45.0,4877.0,4.0,4.0,3.0,6.0,1
1579,1.0,60.0,5513.0,9.0,5.0,5.0,7.0,1
1580,1.0,32.0,6793.0,8.0,5.0,3.0,7.0,2
1581,1.0,47.0,11765.0,10.0,5.0,4.0,7.0,2
1582,1.0,25.0,3841.0,8.0,5.0,7.0,6.0,1
1583,2.0,43.0,12581.0,4.0,4.0,4.0,7.0,2
1584,2.0,40.0,5021.0,9.0,5.0,3.0,7.0,1
1585,1.0,62.0,4481.0,4.0,4.0,4.0,6.0,1
1586,2.0,54.0,4447.0,4.0,4.0,5.0,6.0,1
1587,2.0,76.0,1639.0,4.0,3.0,4.0,3.0,0
1588,2.0,44.0,8778.0,7.0,5.0,5.0,7.0,2
1589,2.0,70.0,1684.0,9.0,5.0,3.0,4.0,0
1590,1.0,51.0,3631.0,4.0,4.0,3.0,6.0,1
1591,2.0,42.0,4493.0,9.0,5.0,3.0,7.0,1
1592,1.0,25.0,2553.0,8.0,5.0,4.0,5.0,1
1593,1.0,62.0,2180.0,4.0,4.0,7.0,4.0,0
1594,2.0,66.0,1779.0,6.0,5.0,7.0,4.0,0
1595,1.0,57.0,4685.0,4.0,3.0,5.0,6.0,1
1596,1.0,32.0,2680.0,7.0,5.0,5.0,5.0,1
1597,2.0,68.0,3558.0,4.0,3.0,3.0,6.0,1
1598,2.0,56.0,14905.0,4.0,3.0,4.0,7.0,2
1599,2.0,61.0,2204.0,3.0,3.0,3.0,4.0,0
1600,1.0,50.0,6327.0,7.0,5.0,3.0,7.0,2
1601,2.0,63.0,2958.0,10.0,5.0,3.0,5.0,1
1602,2.0,52.0,2504.0,6.0,4.0,4.0,5.0,1
1603,2.0,60.0,14440.0,10.0,5.0,5.0,7.0,2
1604,1.0,35.0,6503.0,8.0,5.0,7.0,7.0,2
1605,2.0,66.0,1643.0,7.0,4.0,3.0,4.0,0
1606,1.0,29.0,3646.0,10.0,5.0,5.0,6.0,1
1607,1.0,25.0,2058.0,8.0,5.0,3.0,4.0,0
1608,1.0,57.0,4988.0,7.0,4.0,3.0,6.0,1
1609,2.0,61.0,5887.0,8.0,5.0,4.0,7.0,1
1610,2.0,36.0,3365.0,8.0,5.0,5.0,6.0,1
1611,2.0,71.0,3212.0,7.0,6.0,5.0,5.0,1
1612,2.0,40.0,2751.0,10.0,5.0,3.0,5.0,1
1613,2.0,54.0,3197.0,7.0,4.0,3.0,5.0,1
1614,1.0,53.0,3403.0,7.0,4.0,3.0,6.0,1
1615,1.0,47.0,6008.0,7.0,5.0,3.0,7.0,2
1616,1.0,45.0,8125.0,4.0,5.0,7.0,7.0,2
1617,1.0,36.0,1239.0,4.0,5.0,3.0,3.0,0
1618,2.0,52.0,1617.0,7.0,5.0,4.0,4.0,0
1619,1.0,25.0,3093.0,10.0,5.0,7.0,4.0,1
1620,1.0,28.0,1516.0,7.0,4.0,3.0,4.0,0
1621,1.0,68.0,3106.0,7.0,3.0,3.0,5.0,1
1622,1.0,39.0,3865.0,10.0,5.0,5.0,6.0,1
1623,2.0,46.0,3357.0,4.0,5.0,5.0,6.0,1
1624,1.0,64.0,5064.0,7.0,4.0,5.0,6.0,1
1625,1.0,52.0,5531.0,5.0,4.0,5.0,7.0,1
1626,2.0,48.0,9997.0,10.0,5.0,3.0,7.0,2
1627,1.0,66.0,4976.0,7.0,5.0,4.0,6.0,1
1628,1.0,22.0,7055.0,1.0,5.0,4.0,7.0,2
1629,2.0,61.0,13621.0,11.0,5.0,4.0,7.0,2
1630,1.0,71.0,3936.0,4.0,3.0,5.0,5.0,1
1631,2.0,40.0,15551.0,4.0,4.0,7.0,7.0,2
